"reportingdistrictcode","reportingdistrictname","category","studentgroup","studentcount_current","attrate_ytd","studentcount_202021","attrate_202021","studentcount_201920","attrate_201920","reportingperiod","date_update"
"0780011","Mansfield School District","Race/Ethnicity","Hispanic/Latino of any race","150","0.9089","148","0.9265","144","0.9467","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0780011","Mansfield School District","Race/Ethnicity","White","618","0.9399","632","0.9616","704","0.957","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0780011","Mansfield School District","High Needs","Students Without High Needs","576","0.9504","587","0.9691","631","0.9608","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0780011","Mansfield School District","High Needs","Students With High Needs","353","0.9186","373","0.9397","444","0.9506","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0790011","Marlborough School District",,"All Students","429","0.9452","434","0.954","427","0.9577","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0790011","Marlborough School District","Students With Disabilities","Students With Disabilities","40","0.9435","49","0.9467","55","0.9563","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0790011","Marlborough School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","68","0.9362","64","0.9382","66","0.9536","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0790011","Marlborough School District","Race/Ethnicity","Hispanic/Latino of any race","38","0.9415","29","0.9301","29","0.9631","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0790011","Marlborough School District","Race/Ethnicity","White","367","0.9464","379","0.955","369","0.9571","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0790011","Marlborough School District","High Needs","Students Without High Needs","326","0.947","323","0.9567","316","0.9582","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0790011","Marlborough School District","High Needs","Students With High Needs","99","0.9392","106","0.9464","111","0.9564","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0800011","Meriden School District",,"All Students","8392","0.9136","8121","0.9288","8052","0.9457","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0800011","Meriden School District","Students With Disabilities","Students With Disabilities","1587","0.8858","1555","0.8976","1630","0.9244","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0800011","Meriden School District","Free/Reduced Lunch","Free Meal Eligible","5914","0.905","5267","0.9168","5366","0.9379","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0800011","Meriden School District","Free/Reduced Lunch","Reduced Price Meal Eligible","975","0.9333","837","0.9528","901","0.9588","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0800011","Meriden School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","6889","0.9089","6104","0.9218","6267","0.941","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0800011","Meriden School District","English Learners","English Learners","1384","0.9082","1277","0.9242","1389","0.942","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0800011","Meriden School District","Race/Ethnicity","All other races","528","0.9248","497","0.9448","516","0.9533","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0800011","Meriden School District","Race/Ethnicity","Black or African American","947","0.9139","899","0.9295","841","0.9521","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0800011","Meriden School District","Race/Ethnicity","Hispanic/Latino of any race","4991","0.9066","4752","0.9214","4663","0.9407","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0800011","Meriden School District","Race/Ethnicity","White","1926","0.9284","1973","0.9421","2032","0.9526","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0800011","Meriden School District","High Needs","Students Without High Needs","1021","0.9468","1472","0.9605","1433","0.9655","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0800011","Meriden School District","High Needs","Students With High Needs","7175","0.9094","6466","0.9222","6619","0.9414","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0830011","Middletown School District",,"All Students","4345","0.9029","4308","0.9234","4488","0.9445","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0830011","Middletown School District","Homelessness","Students Experiencing Homelessness","35","0.8379","29","0.7756","39","0.8761","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0830011","Middletown School District","Students With Disabilities","Students With Disabilities","598","0.8663","583","0.8709","606","0.9248","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0830011","Middletown School District","Free/Reduced Lunch","Free Meal Eligible","1394","0.8742","1678","0.8805","1933","0.9303","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0830011","Middletown School District","Free/Reduced Lunch","Reduced Price Meal Eligible","226","0.8913","267","0.9108","228","0.9497","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0830011","Middletown School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","1620","0.8766","1945","0.8847","2161","0.9324","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0830011","Middletown School District","English Learners","English Learners","186","0.9082","155","0.8974","183","0.9435","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0830011","Middletown School District","Race/Ethnicity","All other races","704","0.9097","680","0.9317","635","0.9496","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0830011","Middletown School District","Race/Ethnicity","Black or African American","953","0.8853","886","0.8907","907","0.9399","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0830011","Middletown School District","Race/Ethnicity","Hispanic/Latino of any race","703","0.8792","786","0.8853","883","0.9299","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0830011","Middletown School District","Race/Ethnicity","White","1985","0.9174","1956","0.9505","2063","0.9513","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0830011","Middletown School District","High Needs","Students Without High Needs","2290","0.923","2036","0.9617","2075","0.9577","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0830011","Middletown School District","High Needs","Students With High Needs","1970","0.8804","2202","0.8884","2413","0.9331","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0840011","Milford School District",,"All Students","5209","0.9301","5274","0.9424","5395","0.95","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0840011","Milford School District","Students With Disabilities","Students With Disabilities","784","0.898","780","0.9112","817","0.9256","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0840011","Milford School District","Free/Reduced Lunch","Free Meal Eligible","1115","0.9081","1205","0.9099","1292","0.9347","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0840011","Milford School District","Free/Reduced Lunch","Reduced Price Meal Eligible","281","0.9209","293","0.929","233","0.9516","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0840011","Milford School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","1396","0.9107","1498","0.9137","1525","0.9374","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0840011","Milford School District","English Learners","English Learners","121","0.9382","124","0.9387","155","0.9446","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0840011","Milford School District","Race/Ethnicity","All other races","659","0.9401","642","0.9536","651","0.9559","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0840011","Milford School District","Race/Ethnicity","Black or African American","254","0.9204","252","0.9095","253","0.949","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0840011","Milford School District","Race/Ethnicity","Hispanic/Latino of any race","769","0.9196","696","0.9328","666","0.9474","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0840011","Milford School District","Race/Ethnicity","White","3527","0.9312","3684","0.9444","3825","0.9495","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0840011","Milford School District","High Needs","Students Without High Needs","3201","0.9417","3212","0.9578","3316","0.9588","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0840011","Milford School District","High Needs","Students With High Needs","1923","0.9119","1991","0.9175","2079","0.9356","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0850011","Monroe School District",,"All Students","3314","0.9491","3188","0.9781","3128","0.961","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0850011","Monroe School District","Students With Disabilities","Students With Disabilities","446","0.9368","396","0.967","405","0.9462","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0850011","Monroe School District","Free/Reduced Lunch","Free Meal Eligible","262","0.9246","259","0.9576","279","0.9456","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0850011","Monroe School District","Free/Reduced Lunch","Reduced Price Meal Eligible","75","0.939","84","0.959","61","0.951","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0850011","Monroe School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","337","0.9277","343","0.958","340","0.9466","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0850011","Monroe School District","English Learners","English Learners","42","0.9513","37","0.9661","33","0.9615","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0850011","Monroe School District","Race/Ethnicity","All other races","315","0.9543","305","0.9779","280","0.9675","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0850011","Monroe School District","Race/Ethnicity","Black or African American","100","0.9604","76","0.9773","66","0.969","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0850011","Monroe School District","Race/Ethnicity","Hispanic/Latino of any race","500","0.9428","413","0.9746","353","0.9554","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0850011","Monroe School District","Race/Ethnicity","White","2399","0.9493","2394","0.9787","2429","0.9609","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0850011","Monroe School District","High Needs","Students Without High Needs","2545","0.9531","2450","0.9821","2432","0.9645","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0850011","Monroe School District","High Needs","Students With High Needs","736","0.9355","695","0.9646","696","0.9488","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0860011","Montville School District",,"All Students","1969","0.9252","1934","0.9207","2007","0.9557","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0860011","Montville School District","Students With Disabilities","Students With Disabilities","353","0.8851","325","0.8839","364","0.9418","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0860011","Montville School District","Free/Reduced Lunch","Free Meal Eligible","649","0.9022","677","0.8809","749","0.9405","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0860011","Montville School District","Free/Reduced Lunch","Reduced Price Meal Eligible","175","0.9304","197","0.9128","173","0.9607","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0860011","Montville School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","824","0.9082","874","0.8882","922","0.9443","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0860011","Montville School District","English Learners","English Learners","89","0.9342","91","0.9171","101","0.9651","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0860011","Montville School District","Race/Ethnicity","All other races","386","0.9307","404","0.9272","422","0.964","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0860011","Montville School District","Race/Ethnicity","Black or African American","87","0.9288","69","0.9041","66","0.9724","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0860011","Montville School District","Race/Ethnicity","Hispanic/Latino of any race","298","0.9164","266","0.9066","278","0.9488","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0860011","Montville School District","Race/Ethnicity","White","1198","0.9253","1195","0.9225","1241","0.9536","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0860011","Montville School District","High Needs","Students Without High Needs","934","0.944","885","0.9507","924","0.9659","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0860011","Montville School District","High Needs","Students With High Needs","999","0.909","1017","0.8941","1083","0.9468","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0880011","Naugatuck School District",,"All Students","4214","0.9203","4150","0.9151","4273","0.9379","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0880011","Naugatuck School District","Students With Disabilities","Students With Disabilities","724","0.9073","721","0.8971","765","0.9115","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0880011","Naugatuck School District","Free/Reduced Lunch","Free Meal Eligible","1842","0.9009","2097","0.8946","2028","0.9257","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0880011","Naugatuck School District","Free/Reduced Lunch","Reduced Price Meal Eligible","373","0.9275","235","0.9319","240","0.9417","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0880011","Naugatuck School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","2215","0.9054","2332","0.8983","2268","0.9274","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0880011","Naugatuck School District","English Learners","English Learners","345","0.9108","309","0.9012","335","0.9467","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0880011","Naugatuck School District","Race/Ethnicity","All other races","343","0.9306","345","0.9248","370","0.9439","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0880011","Naugatuck School District","Race/Ethnicity","Black or African American","467","0.9271","410","0.9118","394","0.9461","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0880011","Naugatuck School District","Race/Ethnicity","Hispanic/Latino of any race","1516","0.908","1366","0.8979","1283","0.9324","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0880011","Naugatuck School District","Race/Ethnicity","White","1888","0.9263","2029","0.9253","2226","0.9386","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0880011","Naugatuck School District","High Needs","Students Without High Needs","1524","0.9429","1413","0.9447","1611","0.9536","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0880011","Naugatuck School District","High Needs","Students With High Needs","2573","0.9072","2664","0.9004","2662","0.9282","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0890011","New Britain School District",,"All Students","9283","0.8698","9453","0.8775","9744","0.9254","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0890011","New Britain School District","Homelessness","Students Experiencing Homelessness","83","0.819","163","0.8229","259","0.8844","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0890011","New Britain School District","Students With Disabilities","Students With Disabilities","1889","0.8339","1916","0.8375","2021","0.9011","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0890011","New Britain School District","Free/Reduced Lunch","Free Meal Eligible","6031","0.8538","6098","0.8564","7795","0.9199","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
